NAME;GK;CWP;CBT;SB;DMF;WB;CMF;SMF;AMF;WF;SS;CF;REGISTERED POSITION;HEIGHT;FAVOURED FOOT;FAVOURED SIDE;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;ATTACK;DEFENSE;BALANCE;STAMINA;TOP SPEED;ACCELERATION;RESPONSE;AGILITY;DRIBBLE ACCURACY;DRIBBLE SPEED;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;SHOT POWER;SHOT TECHNIQUE;FREE KICK ACCURACY;CURLING;HEADING;JUMP;TECHNIQUE;AGGRESSION;MENTALITY;GOAL KEEPING;TEAM WORK;CONSISTENCY;CONDITION / FITNESS;DRIBBLING;TACTIAL DRIBBLE;POSITIONING;REACTION;PLAYMAKING;PASSING;SCORING;1-1 SCORING;POST PLAYER;LINES;MIDDLE SHOOTING;SIDE;CENTRE;PENALTIES;1-TOUCH PASS;OUTSIDE;MARKING;SLIDING;COVERING;D-LINE CONTROL;PENALTY STOPPER;1-ON-1 STOPPER;LONG THROW;INJURY TOLERANCE;DRIBBLE STYLE;FREE KICK STYLE;PK STYLE;DROP KICK STYLE;AGE;WEIGHT;NATIONALITY;CLUB TEAM
Matteo Ricci;0;0;1;0;1;0;1;0;0;0;0;0;3;186;R;R;4;4;64;71;73;79;63;63;72;70;75;63;77;74;82;75;69;79;68;65;72;72;80;79;65;70;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;75;Italy;UC Sampdoria
Benedetti;0;0;0;0;1;0;1;0;0;0;0;0;5;180;R;B;5;5;66;66;75;79;69;75;73;84;78;70;79;73;78;71;66;82;72;75;77;62;65;81;72;75;50;72;5;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;73;Italy;UC Sampdoria
Depaoli;0;0;0;1;0;1;1;1;0;0;0;0;4;178;R;R;5;4;68;54;73;80;71;74;72;78;77;71;74;72;74;68;66;78;70;65;62;70;76;80;75;70;50;72;5;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;71;Italy;UC Sampdoria
Stefano Girelli;0;0;0;0;0;0;1;1;1;0;0;0;7;185;R;B;5;5;72;56;73;78;69;70;74;75;78;70;79;74;77;68;71;81;77;73;81;70;72;79;82;81;50;76;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;77;Italy;
Veroli;0;0;1;1;0;0;0;0;0;0;0;0;4;186;L;B;4;6;75;77;78;80;74;75;76;68;71;71;70;67;72;69;66;64;61;49;50;76;75;60;68;56;50;77;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;20;77;Italy;UC Sampdoria
Simone Giordano;0;0;0;1;0;1;0;0;0;0;0;0;4;184;L;L;5;5;68;55;72;74;73;75;67;80;77;74;73;68;72;72;65;78;66;70;77;64;70;81;76;72;50;75;5;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;76;Italy;
Estanis Pedrola;0;0;0;0;0;0;0;0;0;1;0;0;10;185;R;B;8;8;71;48;68;71;79;78;66;78;78;79;74;74;73;73;73;74;72;61;70;63;66;77;66;64;50;68;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;78;Spain;
Massimo Coda;0;0;0;0;0;0;0;0;0;0;0;1;12;184;R;B;5;5;78;40;76;75;68;67;79;70;75;70;71;68;70;67;78;80;81;68;67;80;79;82;87;76;50;69;4;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;34;72;Italy;UC Sampdoria
Silvestri;1;0;0;0;0;0;0;0;0;0;0;0;0;191;R;B;4;4;30;85;83;69;63;62;87;70;60;56;62;63;72;69;45;82;54;45;45;60;80;60;62;78;81;78;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;B;1;1;1;1;31;80;Italy;FC Empoli
Romagnoli;0;0;1;0;0;0;0;0;0;0;0;0;3;193;R;B;5;6;58;79;82;79;73;73;77;72;61;65;69;66;64;66;72;71;66;52;57;82;81;58;66;80;50;80;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;85;Italy;UC Sampdoria
Meulensteen;0;0;1;0;1;0;1;0;0;0;0;0;7;175;R;B;5;5;67;67;73;74;66;64;74;70;74;66;76;73;75;72;70;74;73;60;62;67;71;80;73;77;50;77;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;70;Netherlands;UC Sampdoria
Ioannou;0;0;0;1;0;1;0;1;0;0;0;0;4;183;L;L;4;3;73;69;79;80;79;74;76;74;73;75;71;68;71;67;63;68;68;61;64;74;79;74;76;78;50;72;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;76;Cyprus;UC Sampdoria
Gerard Yepes;0;0;0;0;0;0;1;0;0;0;0;0;7;170;R;B;3;3;67;55;70;68;63;66;65;71;71;63;74;66;67;58;63;68;67;61;62;64;66;76;68;66;50;66;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;64;Spain;UC Sampdoria
Djuricic;0;0;0;0;0;0;0;0;1;1;1;1;9;181;R;L;7;7;76;46;70;79;70;76;74;84;84;77;80;72;78;67;74;78;82;72;79;57;66;89;84;77;50;75;4;5;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;72;Serbia and Montenegro;Panathinaikos
Ioannidis;0;0;0;0;0;0;0;0;0;0;0;1;12;186;R;R;3;5;67;25;80;67;68;65;72;73;69;68;69;62;58;56;71;73;73;53;64;71;73;79;80;66;50;66;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;22;78;Greece;Panathinaikos
"Daniel Mancini	";0;0;0;0;0;0;0;1;0;1;0;0;8;172;R;B;5;5;77;55;74;80;71;76;75;82;73;71;74;76;77;76;70;78;73;75;76;67;72;80;76;84;50;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;72;Argentina;Panathinaikos
Ruben Perez ;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;3;3;67;67;76;78;65;66;73;73;75;69;81;77;76;77;71;78;71;60;63;63;77;81;78;71;50;77;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;34;73;Spain;Panathinaikos
Tete;0;0;0;0;0;0;0;1;1;1;0;0;10;175;L;B;4;2;74;35;70;73;77;76;75;83;82;79;73;72;71;68;76;78;72;61;74;63;63;85;79;66;50;70;5;4;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;70;Brazil;Panathinaikos
Magnusson;0;0;1;1;0;0;0;0;0;0;0;0;3;190;L;L;4;4;64;79;78;77;69;63;73;71;70;63;74;72;78;74;60;80;72;73;72;80;78;77;70;72;50;75;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;10;1;1;29;81;Iceland;Panathinaikos
Zeca;0;0;0;1;1;0;1;0;1;0;0;0;7;182;R;R;7;5;70;71;73;84;74;73;78;81;77;72;76;70;77;72;69;74;74;70;75;65;72;84;73;91;50;85;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;4;1;1;1;34;67;Greece;Panathinaikos
Jeremejeff;0;0;0;0;0;0;0;0;0;0;0;1;12;190;R;B;6;6;78;52;82;79;73;71;79;62;73;70;75;73;72;72;83;78;76;60;60;80;75;71;74;72;50;70;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;75;Sweden;Panathinaikos
Dragowski;1;0;0;0;0;0;0;0;0;0;0;0;0;191;R;B;4;6;30;76;77;82;70;69;79;77;53;60;69;69;67;67;45;69;45;54;45;55;85;40;77;79;76;74;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;74;Poland;Panathinaikos
Jedvaj;0;0;1;1;0;0;0;0;0;0;0;0;3;184;R;R;5;4;64;70;77;78;73;71;76;76;73;66;72;71;74;73;69;76;73;63;73;80;83;80;72;74;50;70;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;27;75;Croatia;Panathinaikos
Vilhena;0;0;0;1;1;0;1;1;1;0;0;0;7;175;L;L;6;5;71;66;72;83;67;72;71;78;77;70;77;73;76;70;71;83;75;70;71;62;79;82;79;67;50;70;6;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;75;Netherlands;
Palmer-Brown;0;0;1;0;0;0;0;0;0;0;0;0;3;187;R;B;3;2;52;67;82;67;68;70;67;68;65;59;66;63;65;63;50;68;56;50;55;70;76;69;57;68;50;61;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;88;Free Nationality;Panathinaikos
Andraz Sporar;0;0;0;0;0;0;0;0;0;0;0;1;12;186;R;B;6;5;79;55;81;80;74;70;76;75;78;70;67;71;67;67;77;77;80;69;65;78;70;80;76;73;50;71;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;82;Slovenia;
Willian Arao;0;0;1;0;1;0;1;0;0;0;0;0;5;181;R;B;5;5;68;64;77;80;70;72;77;78;77;71;77;72;75;68;70;80;75;69;73;78;81;85;76;68;50;80;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;30;74;Brazil;Panathinaikos
Philipp Max;0;0;0;1;0;0;0;1;0;1;0;0;4;178;L;L;3;3;74;58;73;81;76;76;71;78;79;73;76;75;86;76;68;84;75;80;83;66;73;84;85;72;50;69;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;75;Germany;Panathinaikos
Yuriy Lodygin;1;0;0;0;0;0;0;0;0;0;0;0;0;187;R;B;4;5;30;78;77;75;68;68;77;77;57;58;67;69;74;70;45;75;45;59;45;55;83;48;70;77;74;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;82;Russia;Panathinaikos
Ingason;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;5;6;55;76;76;79;75;72;84;68;68;67;72;67;64;64;71;74;64;59;60;76;81;64;62;86;50;81;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;83;Iceland;Panathinaikos
Schenkeveld  ;0;0;1;0;0;0;0;0;0;0;0;0;3;184;R;B;4;6;55;76;81;80;69;69;74;76;70;67;73;68;76;68;65;76;68;60;73;76;79;70;69;80;50;70;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;80;Netherlands;Panathinaikos
G. Vagiannidis ;0;0;0;1;0;1;0;1;0;0;0;0;4;182;R;B;5;4;68;63;73;82;77;75;72;75;68;70;72;71;74;72;60;77;64;65;73;65;75;76;80;73;50;68;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;68;Greece;Panathinaikos
Ounahi;0;0;0;0;1;0;1;0;0;0;0;0;7;182;R;B;4;4;64;61;66;82;66;70;73;76;79;68;78;76;75;62;66;79;56;51;58;50;66;87;66;72;50;76;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;62;Morocco;Panathinaikos
<L 3619>;0;0;0;0;0;0;0;0;0;0;0;1;12;172;R;B;5;5;78;28;75;82;83;85;80;83;78;80;67;73;67;73;76;77;75;63;67;72;80;75;84;65;50;68;5;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;26;74;Gabon;
<L 3620>;0;0;0;0;0;0;0;0;0;0;0;1;12;185;L;B;5;5;81;45;82;78;74;73;80;75;72;69;74;75;68;70;79;82;80;58;55;83;82;73;80;78;50;73;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;80;Australia;
<L 3621>;0;0;0;0;0;0;0;0;0;0;0;1;12;185;R;B;5;5;80;38;83;78;82;78;80;72;70;74;72;68;65;67;74;82;72;60;59;72;78;76;79;70;50;60;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;24;78;Senegal;
<L 3622>;1;0;0;0;0;0;0;0;0;0;0;0;0;185;R;B;3;3;40;78;83;56;62;60;79;59;40;48;41;45;52;58;40;77;40;35;35;36;78;37;50;68;80;65;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;75;France;
<L 3623>;0;0;0;1;0;0;0;0;0;0;0;0;4;183;L;L;4;4;71;68;80;79;80;75;68;73;73;75;68;69;75;71;65;79;66;68;70;71;70;71;77;69;50;72;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;A;1;1;1;1;28;76;Spain;
<L 3624>;0;0;0;0;0;0;0;0;0;0;1;1;11;172;R;B;5;5;69;44;67;73;81;78;70;78;78;77;73;67;72;69;70;74;66;65;67;63;75;76;73;67;50;65;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;69;Spain;
<L 3625>;0;0;0;0;0;0;0;0;1;0;0;0;9;176;R;B;5;5;69;45;75;81;80;78;71;76;76;76;73;70;73;72;65;76;64;63;69;70;76;76;70;70;50;68;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;21;71;France;
<L 3626>;0;0;0;0;0;0;0;1;0;1;0;0;10;177;R;R;5;5;71;36;76;79;82;83;69;79;78;76;70;70;71;69;69;77;72;58;67;64;76;74;70;68;50;60;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;25;77;Spain;
<L 3627>;0;0;0;0;0;0;0;0;0;0;0;1;12;180;R;B;5;5;75;34;79;75;72;70;74;71;72;67;66;68;65;67;76;76;75;57;54;74;77;73;69;65;50;62;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;77;Spain;
<L 3628>;0;0;0;0;0;0;0;0;0;0;0;1;12;178;R;B;5;5;76;40;78;81;77;78;77;75;76;74;73;72;71;68;74;78;77;64;66;74;75;75;70;69;50;70;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;73;Spain;
<L 3629>;0;0;0;0;0;0;0;0;1;0;1;0;11;179;L;B;4;4;73;50;75;76;80;78;80;77;83;77;72;70;77;76;75;81;78;61;64;71;83;75;77;67;50;68;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;A;1;1;1;1;24;72;Brazil;
Luis Palma;0;0;0;0;0;0;0;0;1;1;1;1;11;179;R;B;6;5;78;51;71;79;75;75;77;77;79;76;78;81;80;80;77;80;79;90;90;75;75;77;77;68;50;65;6;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;74;Honduras;Olympiacos Piraeus
McCowan;0;0;0;0;0;0;1;0;1;1;0;0;7;176;L;B;6;5;73;63;64;80;75;75;67;80;78;77;77;76;76;76;79;75;78;78;72;51;72;76;76;57;50;72;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;66;Scotland;Celtic FC
Arne Engels;0;0;0;0;1;0;1;0;0;0;0;0;7;185;R;B;5;5;68;64;72;79;67;65;71;72;76;68;78;72;70;66;68;68;70;69;71;63;66;80;71;75;50;72;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;2;1;1;1;19;74;Belgium;Celtic FC
Rudy;0;0;0;0;0;0;1;0;0;0;0;0;7;184;R;B;6;6;78;70;77;79;77;74;78;77;73;74;76;81;74;76;77;73;77;66;66;59;75;82;77;76;50;80;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;78;Portugal;
A. Johnston;0;0;1;1;0;1;0;1;0;0;0;0;4;180;R;R;3;3;74;70;77;81;75;75;72;81;73;70;73;72;73;72;62;79;67;64;67;69;77;77;75;78;50;77;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;B;1;1;1;1;24;77;Canada;Celtic FC
Trusty;0;0;1;0;0;0;0;0;0;0;0;0;3;191;L;B;4;6;55;77;80;83;80;78;78;65;67;71;70;70;64;67;64;68;65;57;59;84;78;66;68;69;50;78;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;85;Free Nationality;Celtic FC
Hyun-jun Yang;0;0;0;0;0;0;0;0;1;1;0;0;10;179;R;B;6;5;75;68;72;78;80;72;73;80;78;69;72;70;68;69;71;76;72;61;69;63;70;77;73;75;50;74;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;B;1;1;1;1;21;69;South Korea;Celtic FC
Scott Bain;1;0;0;0;0;0;0;0;0;0;0;0;0;180;R;B;4;4;30;76;70;66;55;53;80;75;50;46;52;41;53;50;44;76;48;44;48;44;78;57;50;69;72;68;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;84;Scotland;
James McCarthy;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;5;5;68;72;78;85;73;75;80;80;78;72;80;76;80;73;70;81;76;70;75;72;77;83;72;84;50;83;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;C;1;1;1;1;32;64;Ireland;Celtic FC
Nawrocki;0;0;1;0;0;0;0;0;0;0;0;0;3;185;R;B;4;5;55;76;73;80;77;78;75;70;72;73;79;77;73;74;67;71;67;55;58;76;80;67;64;73;50;70;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;74;Poland;Celtic FC
Kuhn;0;0;0;0;0;0;0;1;0;1;0;0;10;176;L;R;8;8;80;63;79;84;93;90;82;90;82;88;76;77;74;76;79;79;76;73;81;62;78;81;82;78;50;77;6;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;69;Germany;Chelsea FC
Furuhashi;0;0;0;0;0;0;0;0;0;0;1;1;11;170;R;L;4;4;74;43;71;82;76;76;80;83;83;72;75;67;74;74;87;85;90;65;76;70;77;88;79;74;50;72;6;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;63;Japan;
Montgomery;0;0;0;1;0;1;0;1;0;1;0;0;4;173;L;L;4;4;64;69;63;76;75;78;60;75;64;73;69;72;66;67;65;68;61;66;64;70;73;75;66;82;50;70;7;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;64;Scotland;
Valle;0;0;0;1;0;1;0;1;0;0;0;0;4;178;L;L;5;6;71;72;71;81;80;79;75;77;74;77;75;77;75;74;66;67;70;57;62;66;75;73;71;74;50;73;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;19;72;Spain;
Holm;0;0;0;0;0;0;1;0;1;0;0;0;7;180;R;B;5;6;70;61;66;79;74;80;69;87;80;81;77;81;68;72;68;64;75;73;72;64;78;83;74;80;50;72;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;70;Norway;
Welsh;0;0;1;0;0;0;0;0;0;0;0;0;3;191;R;B;5;5;60;74;75;71;64;67;73;73;69;62;77;67;65;49;61;68;66;61;62;77;80;77;61;76;50;76;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;78;Scotland;
Daizen Maeda;0;0;0;0;0;0;0;0;0;1;0;1;10;173;R;B;6;6;85;73;81;93;93;95;86;94;77;85;78;79;70;77;83;81;79;66;79;81;90;76;86;90;50;83;7;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;68;Japan;AS Roma
<L 3647>;0;0;0;0;0;0;0;1;0;0;0;0;8;181;R;R;5;5;69;54;75;76;80;77;65;75;80;78;68;67;73;75;65;79;63;63;68;65;72;79;76;65;50;63;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;73;Spain;
<L 3648>;0;0;0;0;0;0;0;0;0;0;1;1;12;174;R;B;5;5;80;48;76;74;80;84;78;84;83;76;76;73;77;76;80;78;79;68;67;71;78;86;77;72;50;75;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;68;Spain;
<L 3649>;0;0;0;0;0;0;0;0;0;0;0;1;12;186;L;B;4;4;86;36;89;77;77;73;77;75;78;75;75;72;63;66;83;88;85;68;58;88;79;84;78;73;50;68;5;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;32;81;Serbia and Montenegro;
<L 3650>;0;0;0;0;1;0;1;0;0;0;0;0;5;173;R;B;5;5;60;65;72;80;76;74;70;75;72;72;73;68;70;67;60;73;62;58;60;67;76;73;65;67;50;67;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;21;68;Mexico;
<L 3651>;0;0;0;0;1;0;0;1;0;0;0;0;5;172;R;L;6;6;68;56;70;73;79;76;67;77;76;75;73;72;75;70;66;74;61;61;70;63;74;80;70;64;50;68;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;66;Spain;
<L 3652>;0;0;0;0;0;0;0;1;0;0;0;0;8;187;R;L;6;6;68;44;81;75;78;70;70;74;75;72;70;68;71;74;69;80;67;62;67;70;72;78;73;67;50;62;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;21;76;Spain;
<L 3653>;0;0;0;0;0;0;0;0;1;0;0;1;9;183;R;B;5;5;70;50;80;78;74;70;70;74;74;70;74;72;75;73;68;78;67;60;55;70;73;78;70;64;50;65;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;19;80;Spain;
Kana;0;0;1;0;1;0;1;0;0;0;0;0;3;182;R;B;5;5;58;75;77;76;77;76;77;75;77;76;79;80;75;76;67;72;74;62;65;73;76;81;75;81;50;78;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;65;Belgium;RSC Anderlecht
Amuzu;0;0;0;0;0;1;0;0;0;1;0;0;6;170;R;L;5;5;75;69;72;78;87;87;72;81;76;83;75;76;70;75;70;70;73;58;62;60;77;80;70;75;50;77;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;65;Belgium;
Samuel Edozie;0;0;0;0;0;0;0;1;0;1;0;0;10;167;R;L;3;4;63;27;64;67;76;80;65;86;80;76;63;60;61;52;70;72;70;60;68;51;61;80;83;56;50;55;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;71;England;RSC Anderlecht
Dendoncker;0;0;1;0;1;0;1;0;0;0;0;0;5;188;R;B;5;5;70;73;83;84;68;65;76;72;74;66;77;75;77;74;67;85;70;70;72;77;78;80;76;74;50;75;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;83;Belgium;RSC Anderlecht
Mats Rits;0;0;0;0;1;0;1;0;0;0;0;0;5;178;R;B;6;6;64;64;70;84;71;67;78;69;80;74;81;79;74;78;70;72;78;68;68;62;75;81;83;75;50;84;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;73;Belgium;RSC Anderlecht
Diawara;0;0;0;0;1;0;1;0;0;0;0;0;5;182;R;B;5;5;55;81;80;84;71;75;81;78;78;72;75;73;67;70;70;71;70;58;60;68;75;68;70;73;50;78;7;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;25;76;Guinea;
Verschaeren;0;0;0;0;0;0;0;0;1;1;0;0;10;172;R;B;6;6;79;52;55;80;78;70;77;79;80;77;79;84;80;81;70;65;78;75;74;52;71;84;83;69;50;77;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;63;Belgium;RSC Anderlecht
Kikkenborg;1;0;0;0;0;0;0;0;0;0;0;0;0;197;L;B;4;7;30;74;73;68;73;72;78;80;56;61;61;61;69;67;45;67;45;57;45;55;84;46;70;71;78;70;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;93;Denmark;RSC Anderlecht
T. Hazard;0;0;0;0;0;0;0;1;1;1;0;0;8;175;R;B;6;6;78;55;64;80;76;76;74;78;80;81;79;79;80;80;74;71;78;76;80;61;73;84;80;77;50;83;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;71;Belgium;RSC Anderlecht
Vazquez;0;0;0;0;0;0;0;0;0;0;0;1;12;190;R;B;6;5;77;57;79;81;74;75;75;76;66;71;73;74;70;71;81;78;75;58;58;79;78;75;76;68;50;83;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;22;78;Argentina;RSC Anderlecht
Angulo;0;0;0;0;0;0;0;0;1;1;1;1;11;182;R;B;6;7;80;45;66;80;76;83;68;64;80;81;77;80;75;74;74;65;76;65;62;66;74;79;80;58;50;63;4;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;64;Ecuador;RSC Anderlecht
